999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	548.7354807	999999	999999	999999	999999	820.2553494	999999	437.3793916	999999	999999	313.6952012	999999	999999	999999	999999	999999	999999	999999	999999	465.2332765
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	459.9402549	999999	999999	999999	999999	503.8077613	999999	352.5686022	999999	999999	999999	999999	999999	999999	334.4934762	999999	999999	999999	524.9385901	999999	477.2548058	999999	999999	999999	999999	999999	999999	464.0281225	999999
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	457.225921	552.2797715	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	344.3123946	999999	999999	999999
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	156.8037184	999999	999999	999999	411.5479484	999999	999999	999999	999999	999999	999999	304.230043	999999	407.1607003
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	315.8408511	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	278.0395014	999999	999999	999999	999999	999999	309.1910649	999999	999999	999999	498.5561007	999999	999999	999999	999999	999999	514.8869922	591.8393186
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	403.4334155	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	440.4898131	999999	999999	999999	450.1330491	999999	999999	999999	999999	999999	999999	574.9925199
999999	999999	999999	999999	999999	999999	999999	999999	258.799483	323.7494377	999999	999999	999999	999999	407.0628527	999999	999999	374.6192304	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	595.1510941	999999	999999	999999	999999	999999	999999	999999	390.4123511	410.0771006	999999	999999	999999
999999	999999	999999	999999	999999	999999	999999	999999	545.297812	999999	999999	999999	999999	999999	999999	999999	510.335702	316.7506483	449.1874012	999999	999999	999999	999999	999999	999999	999999	999999	479.3149769	999999	416.2660333	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999
999999	999999	999999	999999	999999	999999	258.799483	545.297812	999999	526.1715912	999999	999999	999999	999999	296.9245931	999999	999999	431.446171	999999	999999	999999	999999	449.6854295	999999	999999	999999	999999	999999	999999	364.544149	999999	999999	999999	999999	999999	999999	999999	421.3981435	999999	999999	999999	999999
999999	999999	999999	999999	999999	999999	323.7494377	999999	526.1715912	999999	999999	999999	999999	999999	484.185667	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	312.0409326	473.9878723	999999	999999	999999
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	415.0307836	500.1192756	999999	389.0061825	999999	999999	999999	999999	999999	999999	999999	999999	403.3135371	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	364.531195	999999	406.7715392	999999	999999	999999	999999
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	415.0307836	999999	320.7134425	999999	433.0546552	999999	999999	999999	999999	999999	999999	999999	328.3234382	497.3360556	999999	999999	452.2519624	999999	999999	999999	999999	999999	999999	999999	999999	283.3382272	999999	999999	999999	999999	999999	999999
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	500.1192756	320.7134425	999999	999999	999999	999999	999999	999999	999999	438.0938998	999999	648.1918135	999999	288.049136	999999	999999	521.4302959	999999	999999	999999	999999	999999	999999	999999	999999	136.6867473	999999	999999	999999	999999	999999	999999
999999	459.9402549	999999	999999	315.8408511	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	477.2569034	999999	999999	528.2188385	999999	999999	999999	504.7125519	999999	999999	999999	999999	552.232405	999999	999999	999999	281.6070704	999999
999999	999999	999999	999999	999999	999999	407.0628527	999999	296.9245931	484.185667	389.0061825	433.0546552	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	463.2331968	999999	999999	999999	999999	999999	999999	577.1837198	999999	999999	999999	999999	999999	999999	999999	216.1296996	999999	999999	999999	999999
999999	999999	999999	999999	999999	403.4334155	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	488.2373704	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999
999999	999999	457.225921	999999	999999	999999	999999	510.335702	999999	999999	999999	999999	999999	999999	999999	999999	999999	459.4264892	295.7481085	999999	999999	999999	999999	999999	999999	999999	999999	597.1635631	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999
999999	999999	552.2797715	999999	999999	999999	374.6192304	316.7506483	431.446171	999999	999999	999999	999999	999999	999999	999999	459.4264892	999999	582.8364661	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	541.0961578	999999	999999	999999	999999	999999	999999	999999	999999	439.3558732	999999	999999	999999
999999	503.8077613	999999	999999	999999	999999	999999	449.1874012	999999	999999	999999	999999	999999	999999	999999	999999	295.7481085	582.8364661	999999	999999	442.1213473	999999	999999	999999	999999	999999	999999	311.0634027	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	438.0938998	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	303.8080286	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	461.5916746	999999	999999	999999	999999	999999	999999
999999	352.5686022	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	442.1213473	999999	999999	999999	999999	999999	999999	999999	999999	511.2218485	999999	999999	999999	999999	999999	550.5182535	999999	999999	999999	999999	999999	999999	999999	999999
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	648.1918135	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	407.9118135	999999	999999	999999	999999	999999	733.7123882	999999	999999	999999	999999	999999	999999	661.1780846	999999	999999
548.7354807	999999	999999	999999	999999	999999	999999	999999	449.6854295	999999	999999	328.3234382	999999	999999	463.2331968	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	428.7329733	999999	999999	338.1301956	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	403.3135371	497.3360556	288.049136	999999	999999	999999	999999	999999	999999	303.8080286	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	220.1735841	999999	999999	999999	999999	999999	999999
999999	999999	999999	999999	278.0395014	999999	999999	999999	999999	999999	999999	999999	999999	477.2569034	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	456.9191092	999999	999999	999999	268.8877236	999999	439.0067506	999999	999999	999999	532.7056879	999999
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	302.3998202	999999	152.3656503	999999	999999	999999	999999	999999	999999	514.5179749	999999
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	452.2519624	521.4302959	999999	999999	999999	999999	999999	999999	999999	999999	407.9118135	428.7329733	999999	999999	999999	999999	999999	999999	999999	999999	999999	517.9625564	999999	999999	999999	999999	999999	999999	999999	999999	999999
820.2553494	334.4934762	999999	999999	999999	999999	999999	479.3149769	999999	999999	999999	999999	999999	528.2188385	999999	999999	597.1635631	999999	311.0634027	999999	511.2218485	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999
