32775,102.684,25.06
32776,102.704,25.0432
32777,102.706,25.03023
32778,102.709,24.998528
32788,102.715,24.98496
32789,102.728,25.006666
32841,102.719,25.021111
32881,102.685,25.0475
32997,102.736,25.006388
33048,102.717,24.977778
33051,102.74,25.025007
33063,102.728,25.01793
33067,102.707,25.0186
33069,102.718,25.07053
33070,102.731,25.05725
33073,102.786,25.09205
33074,102.761,25.079938
33075,102.76,25.075725
33077,102.719,25.037206
33078,102.757,25.07601
33079,102.764,25.07934
33094,102.716,25.048055
33095,102.716,25.0771
33096,102.755,25.09944
33099,102.735,25.049904
33100,102.727,25.06593
33106,102.725,25.088914
33108,102.716,25.053948
33109,102.761,25.043139
33110,102.731,25.086404
33111,102.727,25.09178
33112,102.734,25.084612
33113,102.743,25.075812
33114,102.742,25.07373
33115,102.741,25.0721
33116,102.751,25.07364
33117,102.734,25.0486
33118,102.731,25.08811
33119,102.724,25.050311
33120,102.721,25.0797
33122,102.676,25.05218
33132,102.693,25.05319
33133,102.693,25.047132
33134,102.71,25.047308
33140,102.705,25.0524
33153,102.737,25.01661
33155,102.738,25.0182
33156,102.74,25.00392
33157,102.753,25.00966
33158,102.753,25.03358
33159,102.748,25.027152
33160,102.76,25.032181
33161,102.739,25.00108
33162,102.757,24.97146
33163,102.738,25.03018
33164,102.724,25.02093
33172,102.724,25.013982
33180,102.698,24.9878
33181,102.675,25.00996
33182,102.681,25.033874
33184,102.702,25.02281
33186,102.691,25.032387
33192,102.709,24.98496
33194,102.713,25.01367
33195,102.702,25.028372
33234,102.759,25.01729
33235,102.745,24.961261
33237,102.895,25.050191
33238,102.77,24.999525
33246,102.728,25.063905
33248,102.77,25.07832
33545,102.787,24.99018
33547,102.743,24.978506
33562,102.727,25.086788
33566,102.733,25.00237
33575,102.748,25.06329
33577,102.755,25.090327
33589,102.692,24.98608
33629,102.692,24.995
33635,102.701,25.0452
33636,102.7,25.0228
564499,102.867,25.09281
564595,102.836,25.095833
565025,102.895,25.095
565026,102.872,25.01466
565027,102.872,25.026944
565028,102.872,25.022222
565029,102.874,25.062222
565030,102.868,25.031944
565031,102.868,25.042777
565033,102.88,25.078888
565034,102.866,25.060555
565035,102.868,25.026388
565036,102.859,25.034
565037,102.882,25.037222
565041,102.782,25.076666
565042,102.735,25.042222
565043,102.805,25.05161
565044,102.803,25.0675
565045,102.783,25.095833
565046,102.78,25.09017
565047,102.812,25.065
565048,102.769,25.089444
565051,102.713,25.0392
565052,102.698,25.04949
565334,102.701,25.06142
565350,102.764,25.05988
565352,102.699,25.06164
565354,102.695,25.060968
565355,102.705,25.05367
565356,102.7,25.046022
565360,102.748,25.00737
565365,102.694,25.0496
565366,102.696,25.0491
565367,102.693,25.05213
565368,102.689,25.05273
565369,102.689,25.04761
565370,102.687,25.0493
565371,102.694,25.04252
565378,102.682,25.04501
565379,102.743,25.03291
565380,102.741,25.02796
565381,102.678,25.04748
565382,102.691,25.05485
565383,102.684,25.04779
565393,102.714,24.9832
565395,102.724,25.02206
565396,102.732,25.03769
565397,102.796,24.99763
565402,102.747,24.989974
565403,102.723,24.98095
565407,102.693,25.05614
565408,102.734,25.01446
565410,102.715,25.0187
565412,102.755,25.004543
565414,102.766,24.970866
565415,102.731,25.03302
565416,102.767,24.99489
565419,102.724,25.0172
565420,102.706,25.04153
565424,102.766,24.98025
565427,102.692,24.98387
565430,102.782,25.00177
565431,102.74,25.00689
565433,102.749,24.992203
565435,102.755,24.99419
565436,102.736,25.03555
565438,102.774,24.98175
565440,102.731,25.02333
565442,102.697,25.02861
565445,102.727,25.0204
565448,102.723,25.00818
565450,102.721,25.00761
565454,102.758,25.08773
565455,102.76,25.06403
565456,102.75,25.0143
565457,102.738,25.01349
565458,102.754,25.01457
565459,102.747,25.01272
565461,102.743,25.01934
565463,102.742,25.01567
565464,102.757,24.96133
565466,102.746,24.9555
565468,102.752,24.96269
565471,102.743,24.96711
565472,102.739,24.969185
565473,102.748,24.96125
565477,102.725,25.04138
565478,102.787,24.98666
565479,102.738,25.03708
565480,102.782,24.98055
565481,102.743,24.98227
565482,102.73,25.02891
565486,102.769,25.0048
565487,102.758,25.00909
565488,102.753,25.02049
565489,102.752,25.02295
565490,102.744,25.00821
565491,102.756,25.00042
565492,102.726,24.99137
565494,102.749,24.988197
