0.0000000000000000	14309.9955160960962530	15447.3926283337732457	18337.4318057576965657	21562.6322237325512106	19740.8265635838470189	16426.6788134624766826	16135.8183429549590073	15873.0887223134832311	13364.6698439649371721	13243.9807985851439298	12830.6812144905816240	11299.8388995470613736	9602.5751109079083108	9369.0969800038601534	8455.1502147602077457	8169.2562125042513799	6653.2250480496968521	4611.2387787580137228	634.8325079886828917
14309.9955160960962530	0.0000000000000000	1293.7657419313347873	4569.3965296172136732	9197.1932131528537866	9310.6168165791459614	14305.5795650123982341	16719.2914148478303105	17912.7073036248330027	20185.7140264201188984	20235.6007609299958858	20212.7821803537481173	20002.6131612804965698	19885.6006662258296274	19891.9985548429576738	19993.7908463495514297	19937.6097285318937793	19158.5307887703638698	17611.3236077651454252	14768.4150623263358284
15447.3926283337732457	1293.7657419313347873	0.0000000000000000	3277.4503612842172515	7980.7499691058446842	8340.1581618152849842	14144.3359709155356541	16729.4471372979387525	18017.6689917610783596	20642.5455813029475394	20705.3922212861580192	20715.6144813349637843	20618.1929474695789395	20628.4504334840712545	20653.3621770590616507	20832.2790411863934423	20795.1177789354878769	20086.7348980774040683	18602.7228035062362324	15886.9795658295352041
18337.4318057576965657	4569.3965296172136732	3277.4503612842172515	0.0000000000000000	4963.6707424721271309	6231.8057809998135781	14058.8845902716966521	16995.5797322643666121	18487.8997955025552073	21918.3066046300409653	22011.2028220385363966	22099.9978356730243831	22270.5636101102281827	22578.6613424412244058	22646.4295016759169812	23002.8457034251987352	23010.1286720475873153	22470.9682777327943768	21143.2417324973721406	18732.5260622097048326
21562.6322237325512106	9197.1932131528537866	7980.7499691058446842	4963.6707424721271309	0.0000000000000000	3248.6295275824882083	12836.8114429882316472	16051.5372641171798023	17754.3678306964720832	22252.3401235423480102	22388.7995914369057573	22598.2969675355598156	23191.5055436949769501	23978.2233048979942396	24115.5757238332626002	24763.1919941999767616	24847.3398598282838066	24622.2792462268844247	23615.6899528296053177	21856.4873777908069314
19740.8265635838470189	9310.6168165791459614	8340.1581618152849842	6231.8057809998135781	3248.6295275824882083	0.0000000000000000	9593.3150749727901712	12813.4699248305332731	14526.4626566822989844	19164.6068630770278105	19309.8176727466416196	19545.9413076779055700	20248.0502235203712189	21184.6756701406447974	21346.0624580467119813	22100.4624428387141961	22215.6850317437492777	22133.6158552733431861	21301.5624625888995070	19960.1956416702050774
16426.6788134624766826	14305.5795650123982341	14144.3359709155356541	14058.8845902716966521	12836.8114429882316472	9593.3150749727901712	0.0000000000000000	3232.3035049009959039	4983.6331990380240313	10274.3408461633098341	10459.2624461445338966	10822.7832253396281885	12037.4787930537677312	13630.9465301730942883	13891.9072309377243073	15071.3261912481466425	15314.4114570162637392	15857.0301165538839996	15842.3242726925454917	16332.8318987430029665
16135.8183429549590073	16719.2914148478303105	16729.4471372979387525	16995.5797322643666121	16051.5372641171798023	12813.4699248305332731	3232.3035049009959039	0.0000000000000000	1777.1790526010740905	7465.8978003687288947	7671.5077965587397557	8108.3009893117114188	9600.8486971085567347	11500.6002597154638352	11803.4906867225417955	13150.8295130661754229	13447.9800295395234571	14276.2952715225055726	14654.4735179803974461	15919.9222624022186210
15873.0887223134832311	17912.7073036248330027	18017.6689917610783596	18487.8997955025552073	17754.3678306964720832	14526.4626566822989844	4983.6331990380240313	1777.1790526010740905	0.0000000000000000	5873.6608107794199896	6089.0691641810435613	6565.3944518849793894	8206.3738618849638442	10258.5844578543292300	10581.2881712981852615	12005.6945188058562053	12329.8542651420466427	13311.3783332091843477	13910.0206598079184914	15592.7202210830473632
13364.6698439649371721	20185.7140264201188984	20642.5455813029475394	21918.3066046300409653	22252.3401235423480102	19164.6068630770278105	10274.3408461633098341	7465.8978003687288947	5873.6608107794199896	0.0000000000000000	226.4400364296208465	784.1074203960118894	2748.4005467687243254	5086.8716713171506854	5442.9702081541990992	6990.8163650533488180	7373.6168917229051658	8755.1645180782288662	10007.4400275178541051	12897.9651348430234066
13243.9807985851439298	20235.6007609299958858	20705.3922212861580192	22011.2028220385363966	22388.7995914369057573	19309.8176727466416196	10459.2624461445338966	7671.5077965587397557	6089.0691641810435613	226.4400364296208465	0.0000000000000000	564.0749254545557960	2537.0011776968226513	4879.3143884457995227	5235.7192101809823725	6784.5438596587582651	7168.8479302585801634	8563.4518580165567982	9839.4464364234409004	12771.0812066721464362
